Title,Citation,Conference,Publisher,Journal,Date,Authors,AuthorDCU
Deep Reinforcement Learning for Load-Balancing Aware Network Control in IoT Edge Systems,Unknown,Unknown,IEEE,IEEE Transactions on Parallel and Distributed Systems,2021,"Feng Cheng, Yifeng Huang, Bhavana Tanpure, Pawan Sawalani, Long Cheng, Cong Liu",Long Cheng
An improved Wolf pack algorithm for optimization problems: Design and evaluation,Unknown,Unknown,Public Library of Science,Plos one,2021,"Xuan Chen, Feng Cheng, Cong Liu, Long Cheng, Yin Mao",Long Cheng
TEBC-Net: An Effective Relation Extraction Approach for Simple Question Answering over Knowledge Graphs,Unknown,"International Conference on Knowledge Science, Engineering and Management","Springer, Cham",Unknown,2021,"Jianbin Li, Ketong Qu, Jingchen Yan, Liting Zhou, Long Cheng",Long Cheng
R2F: A Remote Retraining Framework for AIoT Processors With Computing Errors,Unknown,Unknown,IEEE,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,2021,"Dawen Xu, Meng He, Cheng Liu, Ying Wang, Long Cheng, Huawei Li, Xiaowei Li, Kwang-Ting Cheng",Long Cheng
CAP: Communication-aware Automated Parallelization for Deep Learning Inference on CMP Architectures,Unknown,Unknown,IEEE,IEEE Transactions on Computers,2021,"Kaiwei Zou, Ying Wang, Long Cheng, Songyun Qu, Huawei Li, Xiaowei Li",Long Cheng
CDetector: Extracting Textual Features of Financial Social Media to Detect Cyber Attacks,Unknown,2021 International Conference on Computer Communications and Networks (ICCCN),IEEE,Unknown,2021,"Jinwei Liu, Long Cheng, Hongmei Chi, Cong Liu, Richard A Alo",Long Cheng
A Fast Precision Tuning Solution for Always-On DNN Accelerators,Unknown,Unknown,IEEE,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,2021,"Ying Wang, Yintao He, Long Cheng, Huawei Li, Xiaowei Li",Long Cheng
An Edge 3D CNN Accelerator for Low Power Activity Recognition,Unknown,Unknown,IEEE,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,2021,"Ying Wang, Yongchen Wang, Cong Shi, Long Cheng, Huawei Li, Xiaowei Li",Long Cheng
DeepDive: Examining Determinants of Health Disparities in COVID-19 for Improving Pandemic Health Care,Unknown,Unknown,Unknown,Unknown,2020,"Jinwei Liu, Long Cheng, Hongmei Chi",Long Cheng
SpeCon: Speculative Container Scheduling for Deep Learning Applications in a Kubernetes Cluster,Unknown,Unknown,Preprints,Unknown,2020,"Ying Mao, Yuqi Fu, Wenjia Zheng, Long Cheng, Qingzhi Liu",Long Cheng
Nonnegative Residual Matrix Factorization for Community Detection,Unknown,International Conference on Web Information Systems Engineering,"Springer, Cham",Unknown,2020,"Yulong Pei, Cong Liu, Chuanyang Zheng, Long Cheng",Long Cheng
åŸºäºŽ Petri ç½‘çš„åˆ†å±‚ä¸šåŠ¡è¿‡ç¨‹æŒ–æŽ˜æ–¹æ³•,Unknown,Unknown,Unknown,è®¡ç®—æœºé›†æˆåˆ¶é€ ç³»ç»Ÿ,2020,åˆ˜èªï¼Œ ç¨‹é¾™ï¼Œ æ›¾åº†ç”°ï¼Œ é—»ç«‹æ°ï¼Œ æ¬§é˜³æ˜¥,Long Cheng
Network-aware Optimization for Query Executions in Large Systems,Unknown,Unknown,Unknown,Unknown,2017,Long Cheng,Long Cheng
A scalable analysis framework for large-scale RDF data,Unknown,Unknown,Unknown,Unknown,2014,Long Cheng,Long Cheng
The situational factors that affect the software development process: Towards a comprehensive reference framework,383,Unknown,Elsevier,Information and Software Technology,2012,"Paul Clarke, Rory V Oâ€™Connor",Paul M.Clarke
An examination of personality traits and how they impact on software development teams,74,Unknown,Elsevier,Information and Software Technology,2017,"Murat Yilmaz, Rory V Oâ€™Connor, Ricardo Colomo-Palacios, Paul Clarke",Paul M.Clarke
Continuous software engineeringâ€”A microservices architecture perspective,71,Unknown,Unknown,Journal of Software: Evolution and Process,2017,"Rory V O'Connor, Peter Elger, Paul M Clarke",Paul M.Clarke
Software Engineering Education and Games: A Systematic Literature Review,70,Unknown,Technische Universitaet Graz* Institut fuer Informationssysteme und Computer Medien,Journal of Universal Computer Science,2016,"Mehmet Kosa, Murat Yilmaz, Rory V O'Connor, Paul M Clarke",Paul M.Clarke
Software Engineering Education and Games: A Systematic Literature Review,70,Unknown,Graz Univ Technolgoy,Unknown,2016,"Murat YÄ±lmaz, Mehmet Kosa, Rory V O'Connor, Paul M Clarke",Paul M.Clarke
The influence of SPI on business success in software SMEs: An empirical study,67,Unknown,Elsevier,Journal of Systems and Software,2012,"Paul Clarke, Rory V Oâ€™Connor",Paul M.Clarke
A Complexity Theory viewpoint on the Software Development Process and Situational Context,65,"International Conference on Software and Systems Process (ICSSP) 2016, Co-Located with the International Conference on Software Engineering (ICSE) 2016",ACM,Unknown,2016,"P. Clarke, R.V. O'Connor, B. Leavy",Paul M.Clarke
Exploring the Relationship between Software Process Adaptive Capability and Organisational Performance.,54,Unknown,IEEE,IEEE Transactions on Software Engineering,2015,"Paul Clarke, Rory O'Connor, Brian Leavy, Murat Yilmaz",Paul M.Clarke
An empirical examination of the extent of software process improvement in software SMEs,51,Unknown,Unknown,Journal of Software: Evolution and Process,2013,"Paul Clarke, Rory V O'Connor",Paul M.Clarke
Harmonizing Software Development Processes with Software Development Settings â€“ A Systematic Approach,41,"20th European Conference on Systems, Software and Services Process Improvement (EuroSPI 2013)",Springer-Verlag,Unknown,2013,"S. Jeners, P. Clarke, R.V. O'Connor, L. Buglione, M. Lepmets",Paul M.Clarke
Teaching ISO/IEC 12207 software lifecycle processes: A serious game approach,36,Unknown,North-Holland,Computer Standards & Interfaces,2017,"Ufuk Aydan, Murat Yilmaz, Paul M Clarke, Rory V Oâ€™Connor",Paul M.Clarke
A systematic examination of knowledge loss in open source software projects,33,Unknown,Pergamon,Unknown,2019,"Mehvish Rashid, Paul M Clarke, Rory V Oâ€™Connor",Paul M.Clarke
Exploring the impact of situational context: A case study of a software development process for a microservices architecture,33,International Conference on Software and Systems Process (ICSSP) 2016 (Co-Located with the International Conference on Software Engineering (ICSE) 2016),ACM,Unknown,2016,"R.V. O'Connor, P. Elger, P. Clarke",Paul M.Clarke
A systematic approach to the comparison of roles in the software development processes,32,12th International Conference on Software Process Improvement and Capability dEtermination (SPICE 2012),Springer Berlin Heidelberg,Unknown,2012,"Murat Yilmaz, Rory V Oâ€™Connor, Paul Clarke",Paul M.Clarke
Harnessing ISO/IEC 12207 to Examine the Extent of SPI Activity in an Organisation,32,"19th European Conference on Systems, Software and Services Process Improvement (EuroSPI 2012)",Springer Berlin Heidelberg,Unknown,2010,"Paul Clarke, Rory Oâ€™Connor",Paul M.Clarke
An Investigation of Software Development Process Terminology,30,16th International Conference on Software Process Improvement and Capability dEtermination (SPICE 2016). CCIS 609.,Springer Verlag,Unknown,2016,"P. Clarke, A.L. Mesquida Calafat, D. Ekert, J.J. Ekstrom, T. Gornostaja, M. Jovanovic, J. Johansen, A. Mas, R. Messnarz, B. Najera Villar, A. O'Connor, R.V. O'Connor, M. Reiner, G. Sauberer, K.D. Schmitz, M. Yilmaz",Paul M.Clarke
Overcoming Public Speaking Anxiety of Software Engineers Using Virtual Reality Exposure Therapy,28,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2017,"Merve Denizci Nazligul, Murat Yilmaz, Ulas Gulec, Mert Ali Gozcu, Rory V Oâ€™Connor, Paul M Clarke",Paul M.Clarke
A Gamification Approach to Improve the Software Development Process by Exploring the Personality of Software Practitioners. CCIS 609,27,16th International Conference on Software Process Improvement and Capability dEtermination (SPICE 2016),Springer Verlag,Unknown,2016,"M. Yilmaz, M. Yilmaz, R.V. O'Connor, P. Clarke",Paul M.Clarke
Untangling the Complexity of Connected Health Evaluations,26,IEEE International Conference on Healthcare Informatics,IEEE,Unknown,2015,"Padraig O'Leary, Noel Carroll, Paul Clarke, Ita Richardson",Paul M.Clarke
Harnessing software development contexts to inform software process selection decisions,26,Unknown,American Society for Quality,Software Quality Professional,2013,"Simona Jeners, Rory O'Connor, Paul Clarke, Horst Lichter, Marion Lepmets, Luigi Buglione",Paul M.Clarke
A 3D Virtual Environment for Training Soccer Referees,23,Unknown,North-Holland,Computer Standards & Interfaces,2018,"Ulas Gulec, Murat Yilmaz, Veysi Isler, Rory V Oâ€™Connor, Paul M Clarke",Paul M.Clarke
Changing situational contexts present a constant challenge to software developers,23,"22nd European and Asian Conference on Systems, Software and Services Process Improvement (EuroSPI 2015)","Springer-Verlag, Communications in Computer and Information Science series",Unknown,2015,"Paul Clarke, Rory O'Connor",Paul M.Clarke
An approach to evaluating software process adaptation,23,11th International Conference on Software Process Improvement and Capability dEtermination (SPICE 2011),Springer Berlin Heidelberg,Unknown,2011,"Paul Clarke, Rory V Oâ€™Connor",Paul M.Clarke
Effective Social Productivity Measurements During Software Development: An Empirical Study,22,Unknown,World Scientific,International Journal of Software Engineering and Knowledge Engineering,2016,"M. Yilmaz, R.V. O'Connor, P. Clarke",Paul M.Clarke
Software development roles: a multi-project empirical investigation,21,Unknown,ACM,ACM SIGSOFT Software Engineering Notes,2015,"Murat Yilmaz, Rory V O'Connor, Paul Clarke",Paul M.Clarke
"Development and benefits of MDevSPICEÂ®, the medical device software process assessment framework",20,Unknown,Unknown,Journal of Software: Evolution and Process,2016,"Marion Lepmets, Fergal McCaffery, Paul Clarke",Paul M.Clarke
The meaning of success for software SMEs: an holistic scorecard based approach,20,18th European Conference on System and Software Process Improvement and Innovation (EuroSPI 2011),Springer Berlin Heidelberg,Unknown,2011,"Paul Clarke, Rory V Oâ€™Connor",Paul M.Clarke
In search of the origins and enduring impact of Agile software development,19,Proceedings of the 2018 International Conference on Software and System Process,ACM,Unknown,2018,"Paul Clarke, Rory V O'Connor, Murat Yilmaz",Paul M.Clarke
In Search of the Origins and Enduring Impact of Agile Software Development,19,Unknown,Assoc Computing Machinery,Unknown,2018,"Murat YÄ±lmaz, Paul Clarke, Rory V O'Connor",Paul M.Clarke
A hierarchy of SPI activities for software SMEs: results from ISO/IEC 12207-based SPI assessments,16,12th International Conference on Software Process Improvement and Capability dEtermination (SPICE 2012),Springer Berlin Heidelberg,Unknown,2012,"Paul Clarke, Rory V Oâ€™Connor, Murat Yilmaz",Paul M.Clarke
A Systematic Investigation into the Use of Game Elements in the Context of Software Business Landscapes: A Systematic Literature Review,15,International Conference on Software Process Improvement and Capability Determination,"Springer, Cham",Unknown,2017,"Serhan Olgun, Murat Yilmaz, Paul M Clarke, Rory V Oâ€™Connor",Paul M.Clarke
Do We Speak the Same Language? Terminology Strategies for (Software) Engineering Environments Based on the Elcat Model-Innovative Terminology e-Learning for the Automotive Industry,14,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2017,"Gabriele Sauberer, Blanca NÃ¡jera Villar, Jens R DreÃŸler, Klaus-Dirk Schmitz, Paul M Clarke, Rory V Oâ€™Connor",Paul M.Clarke
Refactoring Software Development Process Terminology Through the Use of Ontology,14,European Conference on Software Process Improvement,Springer International Publishing,Unknown,2016,"Paul M Clarke, Antoni LluÃ­s Mesquida Calafat, Damjan Ekert, JJ Ekstrom, Tatjana Gornostaja, Milos Jovanovic, JÃ¸rn Johansen, Antonia Mas, Richard Messnarz, Blanca NÃ¡jera Villar, Alexander Oâ€™Connor, Rory V Oâ€™Connor, Michael Reiner, Gabriele Sauberer, Klaus-Dirk Schmitz, Murat Yilmaz",Paul M.Clarke
Refactoring Software Development Process Terminology through the use of Ontology,14,"23rd European and Asian Conference on Systems, Software and Services Process Improvement (EuroSPI 2016)",Springer,Unknown,2016,"M. Clarke, P., Mesquida Calafat, A.L., Ekert, D., Ekstrom, J.J., Gornostaja, T., Jovanovic, M., Johansen, J., Mas, A., Messnarz, R., Najera Villar, B., O'Connor, A., O'Connor, R.V., Reiner, M., Sauberer, G., Schmitz, K.D., Yilmaz",Paul M.Clarke
Business success in software SMEs: Recommendations for future SPI studies,14,"19th European Conference on Systems, Software and Services Process Improvement (EuroSPI 2012)",Springer Berlin Heidelberg,Unknown,2012,"Paul Clarke, Rory V Oâ€™Connor",Paul M.Clarke
Exploring Knowledge Loss in Open Source Software (OSS) Projects,13,International Conference on Software Process Improvement and Capability Determination,"Springer, Cham",Unknown,2017,"Mehvish Rashid, Paul M Clarke, Rory V Oâ€™Connor",Paul M.Clarke
The Impact of Situational Context on the Software Development Processâ€“A Case Study of a Highly Innovative Start-up Organization,13,International Conference on Software Process Improvement and Capability Determination,"Springer, Cham",Unknown,2017,"Gerard Marks, Rory V Oâ€™Connor, Paul M Clarke",Paul M.Clarke
Software Process Reflexivity and Business Performance: Initial results from an empirical study,13,International Conference on Software and Systems Process 2015 (ICSSP 2015),ACM SIG Proceedings (In Press),Unknown,2015,"R.V. O'Connor, P. Clarke",Paul M.Clarke
Interactive three-dimensional virtual environment to reduce the public speaking anxiety levels of novice software engineers,12,Unknown,INST ENGINEERING TECHNOLOGY-IET,Unknown,2019,"V Isler, M Denizci Nazligul, M Yilmaz, U Gulec, AE Yilmaz, RV O'Connor, MA Gozcu, P Clarke",Paul M.Clarke
The Impact of Situational Context on Software Process: A Case Study of a Very Small-Sized Company in the Online Advertising Domain,12,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2018,"GÃ¶rkem Giray, Murat Yilmaz, Rory V Oâ€™Connor, Paul M Clarke",Paul M.Clarke
Exploring Software Process Variation Arising from Differences in Situational Context,12,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2017,"Paul M Clarke, Rory V Oâ€™Connor, David Solan, Peter Elger, Murat Yilmaz, Adam Ennis, Mark Gerrity, Sean McGrath, Ryan Treanor",Paul M.Clarke
Development of a Process Assessment Model for Medical Device Software Development,12,"21st European Conference on Systems, Software and Services Process Improvement (EuroSPI 2014)",Unknown,Unknown,2014,"Marion Lepmets, Paul Clarke, Fergal McCaffery, Anita Finnegan, Alec Dorling",Paul M.Clarke
Situational Factors in Safety Critical Software Development,10,European Conference on Software Process Improvement,Springer International Publishing,Unknown,2016,"Risto Nevalainen, Paul Clarke, Fergal McCaffery, Rory V Oâ€™Connor, Timo Varkoi",Paul M.Clarke
Situational Factors in Safety Critical Software Development,10,"23rd European and Asian Conference on Systems, Software and Services Process Improvement (EuroSPI 2016)",Springer,Unknown,2016,"T. Nevalainen, R., Clarke, P., McCaffery, F., O'Connor, R.V., Varkoi",Paul M.Clarke
Applying Blockchain to Improve the Integrity of the Software Development Process,9,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2019,"Murat Yilmaz, Serdar Tasel, Eray Tuzun, Ulas Gulec, Rory V Oâ€™Connor, Paul M Clarke",Paul M.Clarke
Technology-Enabled Continuous Software Development,9,International Conference on Software Engineering (ICSE) Workshop on Continuous Software Evolution and Delivery (CSED) 2016,ACM IEEE,Unknown,2016,"P. Clarke, P. Elger, R.V. O'Connor",Paul M.Clarke
Development of MDevSPICE - the Medical Device Software Process Assessment Framework,9,Unknown,Wiley,Journal of Software: Evolution and Process,2015,"M. Lepmets, P. Clarke, F. McCaffery, A. Finnegan, A. Dorling",Paul M.Clarke
Medical device software as a subsystem of an overall medical device: The MDevSPICE experience,9,International Conference on Fundamentals and Advances in Software Systems Integration,In Press,Unknown,2015,"F. McCaffery, M. Lepmets, P. Clarke",Paul M.Clarke
Applying Blockchain to Improve the Integrity of the Software Development Process,9,Unknown,Springer Nature,"Systems, Software and Services Process Improvement: 26th European Conference, EuroSPI 2019, Edinburgh, UK, September 18â€“20, 2019, Proceedings",Unknown,"Rory V Oâ€™Connor, Paul M Clarke",Paul M.Clarke
Examining Reward Mechanisms for Effective Usage of Application Lifecycle Management Tools,8,European Conference on Software Process Improvement,"Springer, Cham",Unknown,2017,"Ã‡aÄŸdaÅŸ Ãœsfekes, Murat Yilmaz, Eray Tuzun, Paul M Clarke, Rory V Oâ€™Connor",Paul M.Clarke
