,Title,Citation,Conference,Publisher,Journal,Date,Authors
4364,OpenMaTrEx: A Free/Open-Source Marker-Driven Example-Based Machine Translation System,28,International Conference on Natural Language Processing,"Springer, Berlin, Heidelberg",Unknown,2010,"Sandipan Dandapat, Mikel L Forcada, Declan Groves, Sergio Penkale, John Tinsley, Andy Way"
4365,Treebank-based acquisition of multilingual unification grammar resources,28,Unknown,Kluwer Academic Publishers,Research on Language and Computation,2005,"Aoife Cahill, Michael Burke, Martin Forst, Ruth O’donovan, Christian Rohrer, Josef van Genabith, Andy Way"
4366,SMT versus NMT: Preliminary comparisons for Irish,27,Unknown,Association for Machine Translation in the Americas (AMTA),Unknown,2018,"Meghan Dowling, Teresa Lynn, Alberto Poncelas, Andy Way"
4367,Topic-informed neural machine translation,27,Unknown,The COLING 2016 Organizing Committee,Unknown,2016,"Jian Zhang, Liangyou Li, Andy Way, Qun Liu"
4368,Domain adaptation in statistical machine translation of user-forum data using component level mixture modelling,27,Unknown,Unknown,"Proceedings of Machine Translation Summit XIII, Xiamen, China",2011,"Pratyush Banerjee, Sudip Kumar Naskar, Johann Roturier, Andy Way, Josef Van Genabith"
4369,English-Hindi transliteration using context-informed PB-SMT: the DCU system for NEWS 2009,27,Proceedings of the 2009 Named Entities Workshop: Shared Task on Transliteration (NEWS 2009),Unknown,Unknown,2009,"Rejwanul Haque, Sandipan Dandapat, Ankit Srivastava, Sudip Kumar Naskar, Andy Way"
4370,Optimal bilingual data for French-English PB-SMT,27,Unknown,European Association for Machine Translation,Unknown,2009,"Sylwia Ozdowska, Andy Way"
4371,A critique of statistical machine translation,27,Unknown,Unknown,Evaluation of Translation Technology,2009,Andy Way
4372,Data-driven compilation of LFG semantic forms,27,Unknown,Unknown,EACL-99 Workshop on Linguistically Interpreted Corpora,1999,"Josef Van Genabith, Louisa Sadler, Andy Way"
4373,Manual labour: tackling machine translation for sign languages,26,Unknown,Springer Netherlands,Machine Translation,2013,"Sara Morrissey, Andy Way"
4374,A memory-based classification approach to marker-based EBMT,26,Unknown,Unknown,Unknown,2007,"Antal Van Den Bosch, Nicolas Stroppa, Andy Way"
4375,Machine translation: where are we at today?,25,Unknown,Bloomsbury Academic,The Bloomsbury companion to language industry studies,2020,Andy Way
4376,Pre-reordering for neural machine translation: helpful or harmful?,25,Unknown,De Gruyter Open,Prague Bulletin of Mathematical Linguistics,2017,"Jinhua Du, Andy Way"
4377,Improving the post-editing experience using translation recommendation: A user study,25,Unknown,Association for Machine Translation in the Americas,Unknown,2010,"Yifan He, Yanjun Ma, Johann Roturier, Andy Way, Josef van Genabith"
4378,MaTrEx: the DCU MT system for WMT 2008,25,Unknown,Association for Computational Linguistics,Unknown,2008,"John Tinsley, Yanjun Ma, Sylwia Ozdowska, Andy Way"
4379,Joining hands: Developing a sign language machine translation system with and for the deaf community,25,Unknown,Unknown,Unknown,2007,"Sara Morrissey, Andy Way"
4380,Capturing translational divergences with a statistical tree-to-tree aligner,25,Unknown,Unknown,Unknown,2007,"Mary Hearne, John Tinsley, Ventsislav Zhechev, Andy Way"
4381,Example-based controlled translation,25,Proceedings of the 9th EAMT Workshop: Broadening horizons of machine translation and its applications,Unknown,Unknown,2004,"Nano Gough, Andy Way"
4382,"Treebank-based acquisition of wide-coverage, probabilistic LFG resources: Project overview, results and evaluation",25,Unknown,Unknown,Unknown,2004,"Michael Burke, Aoife Cahill, Ruth O'Donovan, Josef Van Genabith, Andy Way"
4383,Automatic construction of discourse corpora for dialogue translation,24,Unknown,Unknown,arXiv preprint arXiv:1605.06770,2016,"Longyue Wang, Xiaojun Zhang, Zhaopeng Tu, Andy Way, Qun Liu"
4384,The DCU dependency-based metric in WMT-MetricsMATR 2010,24,Proceedings of the Joint Fifth Workshop on Statistical Machine Translation and MetricsMATR,Unknown,Unknown,2010,"Yifan He, Jinhua Du, Andy Way, Josef van Genabith"
4385,Evaluating automatic F-structure annotation for the Penn-II Treebank,24,Unknown,Unknown,Unknown,2002,"Aoife Cahill, Mairead McCarthy, Josef Van Genabith, Andy Way"
4386,Evaluating MT for massive open online courses,23,Unknown,Springer Netherlands,Machine translation,2018,"Sheila Castilho, Joss Moorkens, Federico Gaspari, Rico Sennrich, Andy Way, Panayota Georgakopoulou"
4387,Translating low-resource languages by vocabulary adaptation from close counterparts,23,Unknown,ACM,ACM Transactions on Asian and Low-Resource Language Information Processing (TALLIP),2017,"Peyman Passban, Qun Liu, Andy Way"
4388,Ethical considerations in NLP shared tasks,23,Unknown,Association for Computational Linguistics,Unknown,2017,"Carla Parra Escartín, Wessel Reijers, Teresa Lynn, Joss Moorkens, Andy Way, Chao-Hong Liu"
4389,Maintaining sentiment polarity in translation of user-generated content,23,Unknown,De Gruyter Open,Prague Bulletin of Mathematical Linguistics,2017,"Pintu Lohar, Haithem Afli, Andy Way"
4390,Bilingual termbank creation via log-likelihood comparison and phrase-based statistical machine translation,23,Proceedings of the 4th international workshop on computational terminology (Computerm),Unknown,Unknown,2014,"Rejwanul Haque, Sergio Penkale, Andy Way"
4391,A framework for diagnostic evaluation of mt based on linguistic checkpoints,23,Unknown,Unknown,Proceedings of the 13th machine translation summit,2011,"Sudip Kumar Naskar, Antonio Toral, Federico Gaspari, Andy Way"
4392,Integrating source-language context into phrase-based statistical machine translation,23,Unknown,Springer Netherlands,Machine translation,2011,"Rejwanul Haque, Sudip Kumar Naskar, Antal Van Den Bosch, Andy Way"
4393,Hybridity in MT: Experiments on the Europarl corpus,23,Unknown,Unknown,Unknown,2006,"Declan Groves, Andy Way"
4394,Domain adaptation of statistical machine translation with domain-focused web crawling,22,Unknown,Springer Netherlands,Language resources and evaluation,2015,"Pavel Pecina, Antonio Toral, Vassilis Papavassiliou, Prokopis Prokopidis, Aleš Tamchyna, Andy Way, Josef Van Genabith"
4395,Using example-based MT to support statistical MT when translating homogeneous data in a resource-poor setting,22,Proceedings of the 15th Annual conference of the European Association for Machine Translation,Unknown,Unknown,2011,"Sandipan Dandapat, Sara Morrissey, Andy Way, Mikel L Forcada"
4396,A syntactified direct translation model with linear-time decoding,22,Unknown,Association for Computational Linguistics,Unknown,2009,"Hany Hassan, Khalil Sima'an, Andy Way"
4397,Improving the quality of automated DVD subtitles via example-based machine translation,22,Proceedings of Translating and the Computer 28,Unknown,Unknown,2006,Stephen Armstrong
4398,Lost in translation: the problems of using mainstream MT evaluation metrics for sign language translation,22,Unknown,Unknown,Unknown,2006,"Sara Morrissey, Andy Way"
4399,Using images to improve machine-translating e-commerce product listings,21,Unknown,Association for Computational Linguistics (ACL),Unknown,2017,"Iacer Calixto, Daniel Stein, Evgeny Matusov, Pintu Lohar, Sheila Castilho, Andy Way"
4400,Referential translation machines for predicting translation quality,21,Unknown,Association for Computational Linguistics,Unknown,2014,"Ergun Biçici, Andy Way"
4401,PLuTO: MT for online patent translation,21,Unknown,Association for Machine Translation in the Americas,Unknown,2010,"John Tinsley, Andy Way, Paraic Sheridan"
4402,Syntactically lexicalized phrase-based SMT,21,Unknown,IEEE,"IEEE transactions on audio, speech, and language processing",2008,"Hany Hassan, Khalil Sima'an, Andy Way"
4403,Multi-engine machine translation by recursive sentence decomposition,21,Unknown,Unknown,Unknown,2006,"Bart Mellebeek, Karolina Owczarzak, Josef Van Genabith, Andy Way"
4404,MaTrEx: Machine translation using examples,21,Unknown,Unknown,Unknown,2006,"Stephen Armstrong, Marian Flanagan, Yvette Graham, Declan Groves, Bart Mellebeek, Sara Morrissey, Nicolas Stroppa, Andy Way"
4405,Sentiment translation for low resourced languages: Experiments on irish general election tweets,20,Unknown,Unknown,Unknown,2017,"Haithem Afli, Sorcha Maguire, Andy Way"
4406,Improving the objective function in minimum error rate training,20,Unknown,Unknown,Unknown,2009,"Yifan He, Andy Way"
4407,Post-editing neural machine translation versus translation memory segments,19,Unknown,Springer Netherlands,Machine Translation,2019,"Pilar Sánchez-Gijón, Joss Moorkens, Andy Way"
4408,Comparing translator acceptability of TM and SMT outputs,19,Unknown,Latvijas Universitate,Baltic J. Modern Computing,2016,"Joss Moorkens, Andy Way"
4409,Translating literary text between related languages using SMT,19,Unknown,Association for Computational Linguistics,Unknown,2015,"Antonio Toral, Andy Way"
4410,Final report of the 2005 language engineering workshop on statistical machine translation by parsing,19,Unknown,Unknown,Johns Hopkins University,2005,"Andrea Burbank, Marine Carpuat, Stephen Clark, Markus Dreyer, Pamela Fox, Declan Groves, Keith Hall, Mary Hearne, I Dan Melamed, Yihai Shen, Andy Way, Ben Wellington, Dekai Wu"
4411,Improving online machine translation systems,19,Unknown,Unknown,Unknown,2005,"Bart Mellebeek, Anna Khasin, Karolina Owczarzak, Josef Van Genabith, Andy Way"
4412,Dublin City University at CLEF 2004: Experiments with the ImageCLEF St. Andrew’s Collection,19,Workshop of the Cross-Language Evaluation Forum for European Languages,"Springer, Berlin, Heidelberg",Unknown,2004,"Gareth JF Jones, Declan Groves, Anna Khasin, Adenike Lam-Adesina, Bart Mellebeek, Andy Way"
4413,Treebank-based multilingual unification-grammar development,19,Unknown,Unknown,Unknown,2003,"Aoife Cahill, Martin Forst, Mairead McCarthy, Ruth O'Donovan, Christian Rohrer, Josef van Genabith, Andy Way"
4414,Toward a hybrid integrated translation environment,19,Conference of the Association for Machine Translation in the Americas,"Springer, Berlin, Heidelberg",Unknown,2002,"Michael Carl, Andy Way, Reinhard Schäler"
4415,Automatic test suite generation,19,Unknown,Kluwer Academic Publishers,Machine Translation,1993,"Doug Arnold, Dave Moffat, Louisa Sadler, Andrew Way"
4416,MaTrEx: the DCU MT system for WMT 2010,18,Proceedings of the joint fifth workshop on statistical machine translation and MetricsMATR,Unknown,Unknown,2010,"Sergio Penkale, Rejwanul Haque, Sandipan Dandapat, Pratyush Banerjee, Ankit Srivastava, Jinhua Du, Pavel Pecina, Sudip Kumar Naskar, Mikel L Forcada, Andy Way"
4417,Supertags as source language context in hierarchical phrase-based SMT,18,Unknown,Association for Machine Translation in the Americas,Unknown,2010,"Rejwanul Haque, Sudip Kumar Naskar, Antal Van Den Bosch, Andy Way"
4418,Web service integration for next generation localisation,18,"Proceedings of the Workshop on Software Engineering, Testing, and Quality Assurance for Natural Language Processing (SETQA-NLP 2009)",Unknown,Unknown,2009,"David D Lewis, Stephen Curran, Kevin Feeney, Zohar Etzioni, John Keeney, Andy Way, Reinhard Schäler"
4419,Syntactic phrase-based statistical machine translation,18,2006 IEEE Spoken Language Technology Workshop,IEEE,Unknown,2006,"Hany Hassan, Mary Hearne, Andy Way, Khalil Sima'an"
4420,Evaluation of an automatic f-structure annotation algorithm against the parc 700 dependency bank,18,Unknown,CSLI Publications,Unknown,2004,"Michael Burke, Aoife Cahill, Ruth O'Donovan, Josef Van Genabith, Andy Way"
4421,Treebank-based acquisition of a chinese lexical-functional grammar,18,Unknown,Unknown,Unknown,2004,"Michael Burke, Olivia Lam, Aoife Cahill, Rowena Chan, Ruth O'Donovan, Adams Bodomo, Josef van Genabith, Andy Way"
4422,Data-oriented parsing and the Penn Chinese Treebank,18,Unknown,Unknown,Unknown,2004,"Mary Hearne, Andy Way"
4423,Extracting in-domain training corpora for neural machine translation using data selection methods,17,Proceedings of the Third Conference on Machine Translation: Research Papers,Unknown,Unknown,2018,"Catarina Cruz Silva, Chao-Hong Liu, Alberto Poncelas, Andy Way"
4424,RTM-DCU: Referential translation machines for semantic similarity,17,Unknown,Unknown,Unknown,2014,"Ergun Biçici, Andy Way"
4425,Translating user-generated content in the social networking space,17,Proceedings of the 10th Conference of the Association for Machine Translation in the Americas: Commercial MT User Program,Unknown,Unknown,2012,"Jie Jiang, Andy Way, Rejwanul Haque"
4426,Integrated language technology as a part of next generation localization,17,Unknown,Unknown,Localisation Focus,2009,"Julie Carson-Berndsen, Harold Somers, Carl Vogel, Andy Way"
4427,Combining data-driven MT systems for improved sign language translation,17,Unknown,European Association for Machine Translation,Unknown,2007,"Sara Morrissey, Andy Way, Daniel Stein, Jan Bungeroth, Hermann Ney"
4428,An examination of personality traits and how they impact on software development teams,74,Unknown,Elsevier,Information and Software Technology,2017,"Murat Yilmaz, Rory V O’Connor, Ricardo Colomo-Palacios, Paul Clarke"
4429,Software engineering education and games: a systematic literature review,70,Unknown,Technische Universität Graz,Journal of Universal Computer Science,2016,"Mehmet Kosa, Murat Yilmaz, Rory O'Connor, Paul Clarke"
4430,A Scrumban integrated gamification approach to guide software process improvement: a Turkish case study,65,Unknown,Unknown,Tehnicki Vjesnik (Technical Gazette),2016,"Murat Yilmaz, Rory V. O'Connor"
4431,Gamification as a Disruptive Factor in Software Process Improvement Initiatives.,65,Unknown,Unknown,J. Univers. Comput. Sci.,2014,"Eduardo Herranz, Ricardo Colomo Palacios, Antonio de Amescua Seco, Murat Yilmaz"
4432,Exploring the relationship between software process adaptive capability and organisational performance,54,Unknown,IEEE,IEEE Transactions on Software Engineering,2015,"Paul Clarke, Rory V O’Connor, Brian Leavy, Murat Yilmaz"
4433,A software process engineering approach to understanding software productivity and team personality characteristics: an empirical investigation,39,Unknown,Unknown,Unknown,2013,Murat Yilmaz
4434,Teaching ISO/IEC 12207 software lifecycle processes: A serious game approach,36,Unknown,North-Holland,Computer Standards & Interfaces,2017,"Ufuk Aydan, Murat Yilmaz, Paul M Clarke, Rory V O’Connor"
4435,A systematic approach to the comparison of roles in the software development processes,32,International Conference on Software Process Improvement and Capability Determination (SPICE 2012),"Springer, Berlin, Heidelberg",Unknown,2012,"Murat Yilmaz, Rory V O’Connor, Paul Clarke"
4436,An investigation of software development process terminology,30,International Conference on Software Process Improvement and Capability Determination (SPICE 2016),"Springer, Cham",Unknown,2016,"Paul Clarke, Antoni-Lluís Mesquida, Damjan Ekert, Joseph J Ekstrom, Tatjana Gornostaja, Milos Jovanovic, Jørn Johansen, Antonia Mas, Richard Messnarz, Blanca Nájera Villar, Alexander O’Connor, Rory V O’Connor, Michael Reiner, Gabriele Sauberer, Klaus-Dirk Schmitz, Murat Yilmaz"
4437,Overcoming Public Speaking Anxiety of Software Engineers Using Virtual Reality Exposure Therapy,28,European Conference on Software Process Improvement (EUROSPI 2017),Unknown,Unknown,2017,"Merve Denizci Nazligul, Murat Yilmaz, Ulas Gulec, Mert Ali Gozcu, Rory V O’ Connor, Paul M Clarke"
4438,A gamification approach to improve the software development process by exploring the personality of software practitioners,27,International Conference on Software Process Improvement and Capability Determination,"Springer, Cham",Unknown,2016,"Mert Yilmaz, Murat Yilmaz, Rory V O’Connor, Paul Clarke"
4439,Towards the understanding and classification of the personality traits of software development practitioners: Situational context cards approach,25,2012 38th Euromicro Conference on Software Engineering and Advanced Applications,IEEE,Unknown,2012,"Murat Yilmaz, Rory V OConnor"
